,ques,ans,isBully
8743,color or black and white  i bet you pick colorp haha, You guessed right  Blue to be exact Favourite colour ,Positive
8744,Come to the shed , I probably will sometime XD,Positive
8745,comedy or romance, Romance  but then it reminds me about me being single Comedy  lol,Positive
8746,couch or bed, Bed  Couch isnt the most comfiest of places  and a bed just fits all needs ,Positive
8747,crying or yelling, Yelling Because usually crying is painful  yelling can kind of be a denial thing  which isnt so painful ,Positive
8748,Current friend that you have known the longest, Laura Williams  Year  at school D,Positive
8749,dark or light nail polish, Dark  even though its the hardest to keep on top of  I think dark nails can look gorgeousssss D,Positive
8750,DEFINE YOUR SEXUALITY, My sexuality I think that is rather obvious If I said that my lifes aims include finding a redcomebrownhairedblondhaired TV playing unidentified lesbian  thats got to be a clue,Positive
8751,describe yo perfecto woman, Can I do a Skins relation lol Emily  She is  to me  the PERFECT girlfriend Yeah  she can sometimes be a little much or suffocating  but its only because she cares about the girl that she loves As for looks  I dont really date someone based on their looks Its about personality for me Obviously I need that initial attraction  but I dont have a type as such to fall for ,Positive
8752,describe your best kiss, Best kiss You mean as in my kissing style  Well I prefer kind of sensual kisses As in I cant believe I am describing my kissing style LOL slower and meaningful ones Obviously to keep a relationship alive then it needs to be varied but Im not a big fan of kisses where the other person sticks their tongue down your throat S Especially if its really forceful and you arent in that kind of mood You know what I mean S How about you anyway P This was an awkward question  im returning it P,Positive
8753,Describe your fighting style drunken master or angry monkey, Druken Master  I am a pro at my fights  HAHA,Positive
8754,describe your first kiss, Drunk  Well  girl or guy  Girl wasnt really much  and the guy  drunk P lol,Positive
8755,describe your best sexycome to bed face haha this is not me being pervy well for the most part anyway p ive been watching skins interviews , HAHAHAHA Well you would have to just wait and see  HAHA I cant believe I just wrote that I dont know really  I mean I have never really made it  so I suppose  a pout and a wink with a nice snarl  haha Joking again P Ummm  I dunno really It would vary from time to time  How about yours,Positive
8756,describe your favorite necklace ps i could think of sooo many dirty things to put after the describe part but i wont  haha, HAHA Go for it if you really want to  lol I dont mind answering P My favourite necklace Ummm  I dont know if I really have one if im honest Im one of those people who would like to own a lot of something eg jewellery than have one really expensive item I do have one necklace that I REALLY love Its from Urban Outfitters  and its a little gold envelope  that has a letter inside saying Cest La Vie meaning This is life or Thats life in French ,Positive
8757,describe your first intimate experience P haha sorry  i guess i lied before  , HAHAHAHAAHAHAHAHAHAHA No comment P,Positive
8758,describe your garden, Hmmm  my Garden Well it has  sections to it  It starts off with a pond and a patio area  then the first section is long and narrow ish and goes all the way to a square shapped holey trellace thing Its all covered in grass  but then around the edges are flower beds and trees If you go to the end of the garden and turn left  there is more kind of around the corner  behind our garage Then it goes onto a raised patio platform thing with a swing chair thing and it goes a little more along the back length ways That doesnt make ANY SENSE Here  lol httpwwwfacebookcomphotophppidid It goes on a bit longer  and goes around the corner a little at the top and bottom Its an odd shape  so its hard to explain P,Positive
8759,describe your house, My house Well  my family own   but I assume the one that I live in now Its a detached bungalow with a loft conversion Its rather cool actually  in the front left and right corners  we have turrets in my bedroom and the dining room which make it look slightly like a castle D My drum kit is in one of the turrets  and I think it fits nicely   Then we have a wooden balcony thing overlooking the garden The Garden is made up of  sections really Its a long stretch of land thing  then at the end  you turn left and it goes back and along slightly  hard to explain really lol,Positive
8760,describe your morning routine, Get up  make a drink Drink the drink  sort out something to wear  get dressed then wash Eat some toast  tidy my room and do my make up then hair Thats about it for the morning ,Positive
8761,describe your voice, My voice Ummm I have been told my quite a few people  that I have quite a nice voice I speak quite clearly  and I dont think I really have a regional accent  obviously an English accent  but I dont sound Bristolian or anything at least I dont think I do I suppose Im softly spoken  and its been said that I have a slightly lower pitched voice I dunno lol,Positive
8762,did you also know i sneeze when i eatchew anything minty, My mum does too Just cant handle your peppermint,Positive
8763,did you but my tweety balloon, What ,Positive
8764,Did you get enough sleep last night  haha, I dont think so  but hey hey  I can handle it P I should probably go to sleep now actually ,Positive
8765,did you just fart  beacause you blew me away , HAHAHA I Spot some cheese  as in your answer  not like  randomally lol,Positive
8766,did you know car airbags kill  person for every  lives that they save , REALLY OMG Thatsbad  Still worth having them though  you think I think that your seat should have them too  and push you up out of the roof How cooooool would that look Car crash not cool and you pop out the top LOL tries to stop oneself from laughing at the image OO,Positive
8767,Did you know Ice cream makes me cough, Probably because you microwave it too long Make it  seconds less  and your throat muscles will be fine ,Positive
8768,did you know that ellie goulding is no longer going to be supporting passion pit in bristol, What No way Im glad I didnt get tickets then How come she pulled out ,Positive
8769,did you like my randomthoughtprovoking hopefully questions Would you like me to come up with more, Why not  Although I cant promise an answer tonight  I think im too tired and cant really be bothered to use my brain at the moment Im not even thinking of my answers  just letting my hands do the typing  and this is what is coming out D,Positive
8770,did you miss me D, I MISSED YOU Cries uncontrollably ,Positive
8771,Did you watch Gok Fashion Fix this lovely sunday morning  i did  personally i thought it was shit, This lovely sunday morning I was working P or getting ready for work Shame I missed it  my tiny bit of morning TV was occupied by Wife Swap USA Im sure I can cope without a bit of Gok for a while P,Positive
8772,Did you watch the Winter Olympics opening ceremony, No I didnt  I was driving It was last night yeah,Positive
8773,digital clocks or nondigital clocks P, nondigital P Analogue yeah I think clocks can be really pretty and expressive  but digital is so literal  where is the love lol,Positive
8774,dirt or sand, Sand  although I dont really want either lol,Positive
8775,do dirty minds really think alike do any minds really think alike, Yeah  I think they do It depends on how much you can relate to that person  there is someone out there who I think my mind relates to prettttttttttty well  and they know who they are P,Positive
